0	0.143123	0.143123	0.143123	0.143123	0.143123	0.143123	0.176696	0.176696	0.176696	0.176696	0.176696	0.176696	0.176696	0.176696	0.176696	0.176696	0.176696	0.176696	0.176696	0.176696
0	-0.006299	-0.006299	-0.006299	-0.006299	-0.006299	-0.006299	-0.006299	-0.006299	-0.006299	-0.006299	-0.006299	-0.274273	-0.274273	-0.274273	-0.274273	-0.274273	-0.274273	-0.274273	-0.274273	-0.274273
0	0.016958	0.016958	0.016958	0.016958	0.016958	0.016958	0.016958	0.016958	0.016958	0.016958	0.016958	0.016958	0.016958	0.016958	0.016958	0.016958	0.016958	0.016958	0.091731	0.091731
0	0.061392	0.061392	0.061392	0.061392	0.061392	0.089971	0.089971	0.089971	0.089971	0.089971	0.089971	0.089971	0.089971	0.089971	0.089971	0.089971	0.089971	0.089971	0.089971	0.089971
0	0.064240	0.064240	0.064240	0.064240	0.064240	0.064240	0.064240	0.064240	0.064240	0.064240	0.064240	0.109351	0.109351	0.109351	0.109351	0.109351	0.109351	0.109351	0.109351	0.109351
0	0.078860	0.078860	0.078860	0.052033	0.052033	0.052033	0.052033	0.052033	0.052033	0.052033	0.052033	0.052033	0.052033	0.052033	0.052033	0.052033	0.052033	0.052033	0.052033	0.052033
0	-0.019229	-0.019229	-0.019229	-0.019229	-0.019229	-0.019229	-0.019229	-0.019229	-0.019229	-0.019229	-0.019229	-0.019229	-0.019229	-0.019229	-0.005619	-0.005619	-0.005619	-0.005619	-0.005619	-0.005619
0	-0.555093	-0.559270	0.281353	0.281353	0.281353	0.281353	-0.132480	-1.244910	-1.244910	-1.244910	-1.244910	0.003394	0.003394	-0.471222	-0.471222	-0.471222	-0.471222	-0.471222	0.334961	0.334961
0	0.109804	0.109804	0.109804	0.109804	0.109804	0.109804	0.109804	0.109804	0.109804	0.109804	0.109804	0.109804	0.109804	0.109804	0.109804	0.109804	0.109804	0.109804	0.109804	0.109804
0	-0.112836	-0.112836	-0.112836	-0.112836	-0.112836	-0.112836	-0.112836	-0.112836	-0.112836	-0.112836	-0.112836	-0.112836	-0.112836	-0.262377	-0.262377	-0.262377	-0.262377	-0.262377	-0.262377	-0.262377
0	-0.090102	-0.090102	-0.090102	-0.090102	-0.090102	-0.090102	-0.090102	-0.090102	-0.090102	-0.090102	-0.090102	-0.090102	-0.090102	-0.090102	-0.090102	-0.090102	0.169783	0.169783	0.169783	0.169783
0	0.012511	0.012511	0.012511	0.012511	0.012511	0.012511	0.012511	0.012511	0.012511	0.009684	0.009684	0.009684	0.009684	0.009684	0.009684	0.009684	0.009684	0.009684	0.009684	0.009684
0	0.036509	0.036509	0.036509	0.036509	0.036509	0.036509	0.036509	0.036509	0.036509	0.036509	0.036509	0.036509	0.036509	0.036509	0.036509	-0.058976	-0.058976	-0.058976	-0.058976	-0.058976
0	0.259736	0.259736	0.259736	0.259736	0.259736	0.259736	0.259736	0.259736	0.259736	0.259736	0.259736	0.259736	0.259736	0.245564	0.245564	0.245564	0.245564	0.245564	0.245564	0.245564
0	2.073875	2.073875	2.073875	2.073875	2.073875	2.073875	2.073875	2.073875	2.073875	2.073875	2.073875	2.073875	2.073875	2.073875	2.073875	2.073875	2.073875	2.073875	2.701748	2.701748
0	-0.366100	-0.366100	-0.366100	-0.366100	-0.366100	-0.366100	-0.366100	-0.366100	-0.366100	-0.366100	-0.366100	-0.366100	-0.366100	-0.366100	-0.375777	-0.375777	-0.375777	-0.375777	-0.375777	-0.375777
0	0.243394	0.243394	0.243394	0.243394	0.262184	0.262184	0.262184	0.262184	0.262184	0.262184	0.262184	0.262184	0.262184	0.262184	0.262184	0.262184	0.262184	0.262184	0.262184	0.262184
0	-1.729857	-1.729857	-1.729857	-1.729857	-1.729857	-1.729857	-1.729857	-1.729857	-1.729857	-1.729857	-1.729857	-1.729857	-0.626028	-0.626028	-0.626028	-0.626028	-0.626028	-0.626028	-0.626028	-0.626028
0	-0.338608	-0.338608	-0.338608	-0.338608	-0.338608	-0.338608	-0.338608	-0.338608	-0.338608	-0.338608	-0.338608	-0.338608	-0.338608	-0.338608	-0.338608	-0.338608	-0.338608	-0.338608	-0.338608	-0.338608
0	-0.001388	-0.001388	-0.001388	-0.001388	-0.001388	-0.001388	-0.001388	-0.001388	-0.001388	-0.001388	-0.001388	-0.001388	-0.001388	-0.001388	-0.001388	-0.001388	-0.058947	-0.058947	-0.058947	-0.058947
0	0.060414	0.060414	0.060414	0.060414	0.060414	0.060414	0.060414	0.060414	0.060414	0.060414	0.060414	0.060414	0.060414	0.060414	0.060414	0.060414	0.060414	0.060414	0.060414	0.060414
0	0.113524	0.177545	0.177545	0.177545	0.177545	0.177545	0.177545	0.177545	0.177545	0.177545	0.177545	0.177545	0.177545	0.177545	0.177545	0.177545	0.177545	0.177545	0.177545	0.177545
1	2.412024	-0.000000	-14.472164	-16.884198	-24.120279	-38.592443	-55.476641	-91.657060	-168.841966	-173.666014	-89.245036	-55.476641	-45.828535	-77.184896	-69.948804	-36.180419	-12.060140	7.236082	9.648116	-2.412024
0	0.005152	0.005152	0.005152	0.005152	0.005152	0.005152	0.005152	0.005152	0.152041	0.152041	0.152041	0.152041	0.152041	0.152041	0.152041	0.152041	0.152041	0.152041	0.152041	0.152041
0	-0.007539	-0.007539	-0.007539	-0.007539	-0.007539	-0.007539	-0.007539	-0.007539	-0.007539	-0.007539	-0.007539	-0.007539	-0.007539	-0.007539	-0.007539	-0.007539	-0.007539	-0.007539	-0.007539	-0.007539
0	-0.097216	-0.097216	-0.097216	-0.097216	-0.097216	-0.097216	-0.097216	-0.097216	-0.097216	-0.097216	-0.097216	-0.097216	-0.097216	-0.097216	-0.097216	-0.097216	0.526009	0.526009	0.526009	0.526009
0	0.265343	0.265343	0.265343	0.265343	0.265343	0.211493	0.211493	0.211493	0.211493	0.211493	0.211493	0.211493	0.211493	0.211493	0.211493	0.211493	0.211493	0.211493	0.211493	0.211493
0	0.582703	0.582703	0.582703	0.582703	0.582703	0.582703	0.582703	0.582703	0.582703	0.582703	0.582703	0.582703	0.582703	0.582703	0.582703	0.582703	0.582703	0.582703	0.582703	0.379295
0	0.046151	0.046151	0.046151	0.046151	0.046151	0.046151	0.046151	0.046151	0.046151	0.046151	0.046151	0.046151	0.046151	0.046151	0.046151	0.046151	0.046151	0.046151	0.046151	0.046151
0	-0.047073	-0.047073	-0.047073	-0.047073	-0.047073	-0.047073	-0.047073	-0.047073	-0.047073	-0.047073	-0.047073	-0.047073	-0.047073	-0.047073	-0.047073	-0.047073	-0.047073	-0.047073	-0.047073	-0.047073
0	0.056045	0.244625	0.244625	0.244625	0.244625	0.244625	0.244625	0.244625	0.244625	0.244625	0.244625	0.244625	0.244625	0.244625	0.244625	0.244625	0.244625	0.244625	0.244625	0.244625
0	-0.104431	-0.104431	-0.104431	-0.104431	-0.104431	-0.104431	-0.104431	-0.104431	-0.104431	-0.104431	-0.104431	-0.104431	-0.104431	-0.104431	-0.104431	-0.104431	-0.104431	-0.104431	-0.104431	0.065015
0	1.502670	1.502670	1.502670	1.502670	1.502670	1.502670	1.501508	1.501508	1.501508	1.501508	1.501508	1.501508	1.501508	1.501508	1.501508	1.501508	1.501508	1.501508	1.501508	1.501508
0	0.975362	0.975362	0.975362	0.975362	0.975362	0.975362	0.975362	0.975362	0.975362	0.975362	0.975362	1.155430	1.155430	1.155430	1.155430	1.155430	1.155430	1.155430	1.155430	1.155430
0	0.022700	0.022700	0.022700	-0.005055	-0.005055	-0.005055	-0.005055	-0.005055	-0.005055	-0.005055	-0.005055	-0.005055	-0.005055	-0.005055	-0.005055	-0.005055	-0.005055	-0.005055	-0.005055	-0.005055
0	-0.155232	-0.155232	-0.155232	-0.155232	-0.155232	-0.155232	-0.155232	-0.176393	-0.176393	-0.176393	-0.176393	-0.176393	-0.176393	-0.176393	-0.176393	-0.176393	-0.176393	-0.176393	-0.176393	-0.176393
1	0.448272	0.149424	-11.804569	-70.229706	-264.631499	-478.458530	-385.067978	-273.447569	-71.574531	-7.321821	-16.885012	-6.724116	30.034405	29.436710	24.057409	25.402234	27.045907	32.275784	37.655075	26.896483
0	-0.455168	-0.455168	-0.455168	-0.455168	-0.455168	-0.455168	-0.455168	-0.455168	-0.455168	-0.455168	-0.455168	-0.455168	-0.455168	-0.455168	-0.455168	-0.455168	-0.455168	-0.455168	-0.455168	-0.455168
0	-0.046898	-0.051137	-0.051137	-0.051137	-0.051137	-0.051137	-0.051137	-0.051137	-0.051137	-0.051137	-0.051137	-0.051137	-0.051137	-0.051137	-0.051137	-0.051137	-0.051137	-0.051137	-0.051137	-0.051137
0	-0.397942	-0.397942	-0.397942	0.929517	0.929517	0.929517	0.929517	0.929517	0.929517	0.929517	0.929517	0.929517	0.929517	0.929517	0.929517	0.929517	0.929517	0.929517	0.929517	0.929517
